Polish,English,Link
policję,police,https://translate.google.com/translate_tts?ie=UTF-8&q=policję&tl=pl&client=tw-ob
moglibyśmy,we could,https://translate.google.com/translate_tts?ie=UTF-8&q=moglibyśmy&tl=pl&client=tw-ob
chodziło,it was,https://translate.google.com/translate_tts?ie=UTF-8&q=chodziło&tl=pl&client=tw-ob
poszło,went,https://translate.google.com/translate_tts?ie=UTF-8&q=poszło&tl=pl&client=tw-ob
szczęśliwy,happy,https://translate.google.com/translate_tts?ie=UTF-8&q=szczęśliwy&tl=pl&client=tw-ob
więzienia,prisons,https://translate.google.com/translate_tts?ie=UTF-8&q=więzienia&tl=pl&client=tw-ob
mnóstwo,lots of,https://translate.google.com/translate_tts?ie=UTF-8&q=mnóstwo&tl=pl&client=tw-ob
chodźcie,go,https://translate.google.com/translate_tts?ie=UTF-8&q=chodźcie&tl=pl&client=tw-ob
wiedziała,she knew,https://translate.google.com/translate_tts?ie=UTF-8&q=wiedziała&tl=pl&client=tw-ob
pozwolę,let me allow,https://translate.google.com/translate_tts?ie=UTF-8&q=pozwolę&tl=pl&client=tw-ob
hotelu,hotel,https://translate.google.com/translate_tts?ie=UTF-8&q=hotelu&tl=pl&client=tw-ob
żebyśmy,that we,https://translate.google.com/translate_tts?ie=UTF-8&q=żebyśmy&tl=pl&client=tw-ob
stój,stand,https://translate.google.com/translate_tts?ie=UTF-8&q=stój&tl=pl&client=tw-ob
części,part,https://translate.google.com/translate_tts?ie=UTF-8&q=części&tl=pl&client=tw-ob
nieprawda,not true,https://translate.google.com/translate_tts?ie=UTF-8&q=nieprawda&tl=pl&client=tw-ob
reszta,rest,https://translate.google.com/translate_tts?ie=UTF-8&q=reszta&tl=pl&client=tw-ob
gry,games,https://translate.google.com/translate_tts?ie=UTF-8&q=gry&tl=pl&client=tw-ob
uspokój,calm,https://translate.google.com/translate_tts?ie=UTF-8&q=uspokój&tl=pl&client=tw-ob
kapitan,captain,https://translate.google.com/translate_tts?ie=UTF-8&q=kapitan&tl=pl&client=tw-ob
lepsze,better,https://translate.google.com/translate_tts?ie=UTF-8&q=lepsze&tl=pl&client=tw-ob
jedyną,only,https://translate.google.com/translate_tts?ie=UTF-8&q=jedyną&tl=pl&client=tw-ob
stoi,standing,https://translate.google.com/translate_tts?ie=UTF-8&q=stoi&tl=pl&client=tw-ob
niesamowite,incredible,https://translate.google.com/translate_tts?ie=UTF-8&q=niesamowite&tl=pl&client=tw-ob
sensu,meaning,https://translate.google.com/translate_tts?ie=UTF-8&q=sensu&tl=pl&client=tw-ob
ból,pain,https://translate.google.com/translate_tts?ie=UTF-8&q=ból&tl=pl&client=tw-ob
ślub,wedding,https://translate.google.com/translate_tts?ie=UTF-8&q=ślub&tl=pl&client=tw-ob
duży,big,https://translate.google.com/translate_tts?ie=UTF-8&q=duży&tl=pl&client=tw-ob
wojny,wars,https://translate.google.com/translate_tts?ie=UTF-8&q=wojny&tl=pl&client=tw-ob
dajcie,give,https://translate.google.com/translate_tts?ie=UTF-8&q=dajcie&tl=pl&client=tw-ob
resztę,rest,https://translate.google.com/translate_tts?ie=UTF-8&q=resztę&tl=pl&client=tw-ob
związku,relationship,https://translate.google.com/translate_tts?ie=UTF-8&q=związku&tl=pl&client=tw-ob
przyjaciela,friend,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjaciela&tl=pl&client=tw-ob
dostał,He get,https://translate.google.com/translate_tts?ie=UTF-8&q=dostał&tl=pl&client=tw-ob
uważa,thinks,https://translate.google.com/translate_tts?ie=UTF-8&q=uważa&tl=pl&client=tw-ob
list,letter,https://translate.google.com/translate_tts?ie=UTF-8&q=list&tl=pl&client=tw-ob
wielka,huge,https://translate.google.com/translate_tts?ie=UTF-8&q=wielka&tl=pl&client=tw-ob
nową,new,https://translate.google.com/translate_tts?ie=UTF-8&q=nową&tl=pl&client=tw-ob
następny,next,https://translate.google.com/translate_tts?ie=UTF-8&q=następny&tl=pl&client=tw-ob
rodziców,parents,https://translate.google.com/translate_tts?ie=UTF-8&q=rodziców&tl=pl&client=tw-ob
jakiego,what,https://translate.google.com/translate_tts?ie=UTF-8&q=jakiego&tl=pl&client=tw-ob
pewne,certain,https://translate.google.com/translate_tts?ie=UTF-8&q=pewne&tl=pl&client=tw-ob
dobrą,All right,https://translate.google.com/translate_tts?ie=UTF-8&q=dobrą&tl=pl&client=tw-ob
ktokolwiek,anyone,https://translate.google.com/translate_tts?ie=UTF-8&q=ktokolwiek&tl=pl&client=tw-ob
martwić,worry,https://translate.google.com/translate_tts?ie=UTF-8&q=martwić&tl=pl&client=tw-ob
sekund,seconds,https://translate.google.com/translate_tts?ie=UTF-8&q=sekund&tl=pl&client=tw-ob
david,David,https://translate.google.com/translate_tts?ie=UTF-8&q=david&tl=pl&client=tw-ob
łóżka,bed,https://translate.google.com/translate_tts?ie=UTF-8&q=łóżka&tl=pl&client=tw-ob
zobaczysz,you will see,https://translate.google.com/translate_tts?ie=UTF-8&q=zobaczysz&tl=pl&client=tw-ob
górze,Mountain,https://translate.google.com/translate_tts?ie=UTF-8&q=górze&tl=pl&client=tw-ob
przyszłość,future,https://translate.google.com/translate_tts?ie=UTF-8&q=przyszłość&tl=pl&client=tw-ob
szukać,to look for,https://translate.google.com/translate_tts?ie=UTF-8&q=szukać&tl=pl&client=tw-ob
ciekawe,Interesting,https://translate.google.com/translate_tts?ie=UTF-8&q=ciekawe&tl=pl&client=tw-ob
wasz,yours,https://translate.google.com/translate_tts?ie=UTF-8&q=wasz&tl=pl&client=tw-ob
szansa,chance,https://translate.google.com/translate_tts?ie=UTF-8&q=szansa&tl=pl&client=tw-ob
facetem,guy,https://translate.google.com/translate_tts?ie=UTF-8&q=facetem&tl=pl&client=tw-ob
dostałem,I got,https://translate.google.com/translate_tts?ie=UTF-8&q=dostałem&tl=pl&client=tw-ob
ach,ah,https://translate.google.com/translate_tts?ie=UTF-8&q=ach&tl=pl&client=tw-ob
cie,you,https://translate.google.com/translate_tts?ie=UTF-8&q=cie&tl=pl&client=tw-ob
prezent,gift,https://translate.google.com/translate_tts?ie=UTF-8&q=prezent&tl=pl&client=tw-ob
dr. 18258,dr. 18258,https://translate.google.com/translate_tts?ie=UTF-8&q=dr. 18258&tl=pl&client=tw-ob
mocy,power,https://translate.google.com/translate_tts?ie=UTF-8&q=mocy&tl=pl&client=tw-ob
peter,peter,https://translate.google.com/translate_tts?ie=UTF-8&q=peter&tl=pl&client=tw-ob
mary,Mary,https://translate.google.com/translate_tts?ie=UTF-8&q=mary&tl=pl&client=tw-ob
walki,fights,https://translate.google.com/translate_tts?ie=UTF-8&q=walki&tl=pl&client=tw-ob
jorku,york,https://translate.google.com/translate_tts?ie=UTF-8&q=jorku&tl=pl&client=tw-ob
częścią,part,https://translate.google.com/translate_tts?ie=UTF-8&q=częścią&tl=pl&client=tw-ob
zaczął,began,https://translate.google.com/translate_tts?ie=UTF-8&q=zaczął&tl=pl&client=tw-ob
dostaniesz,you will get,https://translate.google.com/translate_tts?ie=UTF-8&q=dostaniesz&tl=pl&client=tw-ob
kobietę,woman,https://translate.google.com/translate_tts?ie=UTF-8&q=kobietę&tl=pl&client=tw-ob
mowy,speech,https://translate.google.com/translate_tts?ie=UTF-8&q=mowy&tl=pl&client=tw-ob
tony,tons,https://translate.google.com/translate_tts?ie=UTF-8&q=tony&tl=pl&client=tw-ob
sytuacji,situation,https://translate.google.com/translate_tts?ie=UTF-8&q=sytuacji&tl=pl&client=tw-ob
jedynym,only,https://translate.google.com/translate_tts?ie=UTF-8&q=jedynym&tl=pl&client=tw-ob
chronić,protect,https://translate.google.com/translate_tts?ie=UTF-8&q=chronić&tl=pl&client=tw-ob
ben,ben,https://translate.google.com/translate_tts?ie=UTF-8&q=ben&tl=pl&client=tw-ob
jimmy,Jimmy,https://translate.google.com/translate_tts?ie=UTF-8&q=jimmy&tl=pl&client=tw-ob
światło,light,https://translate.google.com/translate_tts?ie=UTF-8&q=światło&tl=pl&client=tw-ob
zajmie,will take,https://translate.google.com/translate_tts?ie=UTF-8&q=zajmie&tl=pl&client=tw-ob
twoi,yours,https://translate.google.com/translate_tts?ie=UTF-8&q=twoi&tl=pl&client=tw-ob
los,moose,https://translate.google.com/translate_tts?ie=UTF-8&q=los&tl=pl&client=tw-ob
potrafi,can,https://translate.google.com/translate_tts?ie=UTF-8&q=potrafi&tl=pl&client=tw-ob
pomogę,I will help,https://translate.google.com/translate_tts?ie=UTF-8&q=pomogę&tl=pl&client=tw-ob
zobaczę,I'll see,https://translate.google.com/translate_tts?ie=UTF-8&q=zobaczę&tl=pl&client=tw-ob
szpitalu,hospital,https://translate.google.com/translate_tts?ie=UTF-8&q=szpitalu&tl=pl&client=tw-ob
własne,own,https://translate.google.com/translate_tts?ie=UTF-8&q=własne&tl=pl&client=tw-ob
skończy,will end,https://translate.google.com/translate_tts?ie=UTF-8&q=skończy&tl=pl&client=tw-ob
wysoki,tall,https://translate.google.com/translate_tts?ie=UTF-8&q=wysoki&tl=pl&client=tw-ob
ofiary,victims,https://translate.google.com/translate_tts?ie=UTF-8&q=ofiary&tl=pl&client=tw-ob
morderstwo,murder,https://translate.google.com/translate_tts?ie=UTF-8&q=morderstwo&tl=pl&client=tw-ob
pójdzie,will go,https://translate.google.com/translate_tts?ie=UTF-8&q=pójdzie&tl=pl&client=tw-ob
pomiędzy,between,https://translate.google.com/translate_tts?ie=UTF-8&q=pomiędzy&tl=pl&client=tw-ob
małą,little,https://translate.google.com/translate_tts?ie=UTF-8&q=małą&tl=pl&client=tw-ob
szef,boss,https://translate.google.com/translate_tts?ie=UTF-8&q=szef&tl=pl&client=tw-ob
uwaga,Attention,https://translate.google.com/translate_tts?ie=UTF-8&q=uwaga&tl=pl&client=tw-ob
pójdziesz,you will go,https://translate.google.com/translate_tts?ie=UTF-8&q=pójdziesz&tl=pl&client=tw-ob
dna,gout,https://translate.google.com/translate_tts?ie=UTF-8&q=dna&tl=pl&client=tw-ob
obiad,Lunch,https://translate.google.com/translate_tts?ie=UTF-8&q=obiad&tl=pl&client=tw-ob
jane,Jane,https://translate.google.com/translate_tts?ie=UTF-8&q=jane&tl=pl&client=tw-ob
dowód,evidence,https://translate.google.com/translate_tts?ie=UTF-8&q=dowód&tl=pl&client=tw-ob
mogło,could,https://translate.google.com/translate_tts?ie=UTF-8&q=mogło&tl=pl&client=tw-ob
zdanie,opinion,https://translate.google.com/translate_tts?ie=UTF-8&q=zdanie&tl=pl&client=tw-ob
próbował,he tried,https://translate.google.com/translate_tts?ie=UTF-8&q=próbował&tl=pl&client=tw-ob
kobiet,women,https://translate.google.com/translate_tts?ie=UTF-8&q=kobiet&tl=pl&client=tw-ob
skończyć,end,https://translate.google.com/translate_tts?ie=UTF-8&q=skończyć&tl=pl&client=tw-ob
coraz,and,https://translate.google.com/translate_tts?ie=UTF-8&q=coraz&tl=pl&client=tw-ob
całej,all,https://translate.google.com/translate_tts?ie=UTF-8&q=całej&tl=pl&client=tw-ob
chcieli,They wanted,https://translate.google.com/translate_tts?ie=UTF-8&q=chcieli&tl=pl&client=tw-ob
miesiąc,month,https://translate.google.com/translate_tts?ie=UTF-8&q=miesiąc&tl=pl&client=tw-ob
nieco,little,https://translate.google.com/translate_tts?ie=UTF-8&q=nieco&tl=pl&client=tw-ob
system,system,https://translate.google.com/translate_tts?ie=UTF-8&q=system&tl=pl&client=tw-ob
ruszać,move,https://translate.google.com/translate_tts?ie=UTF-8&q=ruszać&tl=pl&client=tw-ob
zamierzasz,you intend,https://translate.google.com/translate_tts?ie=UTF-8&q=zamierzasz&tl=pl&client=tw-ob
widzi,sees sees,https://translate.google.com/translate_tts?ie=UTF-8&q=widzi&tl=pl&client=tw-ob
wybór,choice,https://translate.google.com/translate_tts?ie=UTF-8&q=wybór&tl=pl&client=tw-ob
martwy,dead,https://translate.google.com/translate_tts?ie=UTF-8&q=martwy&tl=pl&client=tw-ob
lepszy,better,https://translate.google.com/translate_tts?ie=UTF-8&q=lepszy&tl=pl&client=tw-ob
jakbyś,like,https://translate.google.com/translate_tts?ie=UTF-8&q=jakbyś&tl=pl&client=tw-ob
zjeść,eat,https://translate.google.com/translate_tts?ie=UTF-8&q=zjeść&tl=pl&client=tw-ob
znalazłam,I found,https://translate.google.com/translate_tts?ie=UTF-8&q=znalazłam&tl=pl&client=tw-ob
wokół,around,https://translate.google.com/translate_tts?ie=UTF-8&q=wokół&tl=pl&client=tw-ob
dzieciak,child,https://translate.google.com/translate_tts?ie=UTF-8&q=dzieciak&tl=pl&client=tw-ob
patrzeć,look,https://translate.google.com/translate_tts?ie=UTF-8&q=patrzeć&tl=pl&client=tw-ob
max,max,https://translate.google.com/translate_tts?ie=UTF-8&q=max&tl=pl&client=tw-ob
wspaniałe,excellent,https://translate.google.com/translate_tts?ie=UTF-8&q=wspaniałe&tl=pl&client=tw-ob
usiądź,sit down,https://translate.google.com/translate_tts?ie=UTF-8&q=usiądź&tl=pl&client=tw-ob
wierzysz,you believe,https://translate.google.com/translate_tts?ie=UTF-8&q=wierzysz&tl=pl&client=tw-ob
historię,history,https://translate.google.com/translate_tts?ie=UTF-8&q=historię&tl=pl&client=tw-ob
zabije,will kill,https://translate.google.com/translate_tts?ie=UTF-8&q=zabije&tl=pl&client=tw-ob
słuchać,to listen,https://translate.google.com/translate_tts?ie=UTF-8&q=słuchać&tl=pl&client=tw-ob
jedyne,only,https://translate.google.com/translate_tts?ie=UTF-8&q=jedyne&tl=pl&client=tw-ob
danny,Danny,https://translate.google.com/translate_tts?ie=UTF-8&q=danny&tl=pl&client=tw-ob
siły,strength,https://translate.google.com/translate_tts?ie=UTF-8&q=siły&tl=pl&client=tw-ob
próbowałem,I tried,https://translate.google.com/translate_tts?ie=UTF-8&q=próbowałem&tl=pl&client=tw-ob
spoko,Cool,https://translate.google.com/translate_tts?ie=UTF-8&q=spoko&tl=pl&client=tw-ob
jedyny,only,https://translate.google.com/translate_tts?ie=UTF-8&q=jedyny&tl=pl&client=tw-ob
próbuje,try,https://translate.google.com/translate_tts?ie=UTF-8&q=próbuje&tl=pl&client=tw-ob
gotowe,ready,https://translate.google.com/translate_tts?ie=UTF-8&q=gotowe&tl=pl&client=tw-ob
usłyszeć,hear,https://translate.google.com/translate_tts?ie=UTF-8&q=usłyszeć&tl=pl&client=tw-ob
robotę,work,https://translate.google.com/translate_tts?ie=UTF-8&q=robotę&tl=pl&client=tw-ob
staram,I try,https://translate.google.com/translate_tts?ie=UTF-8&q=staram&tl=pl&client=tw-ob
alex,alex,https://translate.google.com/translate_tts?ie=UTF-8&q=alex&tl=pl&client=tw-ob
odpowiedzi,answers,https://translate.google.com/translate_tts?ie=UTF-8&q=odpowiedzi&tl=pl&client=tw-ob
jedź,go,https://translate.google.com/translate_tts?ie=UTF-8&q=jedź&tl=pl&client=tw-ob
zatrzymaj,stop,https://translate.google.com/translate_tts?ie=UTF-8&q=zatrzymaj&tl=pl&client=tw-ob
stara,old,https://translate.google.com/translate_tts?ie=UTF-8&q=stara&tl=pl&client=tw-ob
pamiętaj,Remember,https://translate.google.com/translate_tts?ie=UTF-8&q=pamiętaj&tl=pl&client=tw-ob
komuś,someone,https://translate.google.com/translate_tts?ie=UTF-8&q=komuś&tl=pl&client=tw-ob
jeść,eat,https://translate.google.com/translate_tts?ie=UTF-8&q=jeść&tl=pl&client=tw-ob
wow,wow,https://translate.google.com/translate_tts?ie=UTF-8&q=wow&tl=pl&client=tw-ob
niezły,good,https://translate.google.com/translate_tts?ie=UTF-8&q=niezły&tl=pl&client=tw-ob
byłby,would be,https://translate.google.com/translate_tts?ie=UTF-8&q=byłby&tl=pl&client=tw-ob
drugą,second,https://translate.google.com/translate_tts?ie=UTF-8&q=drugą&tl=pl&client=tw-ob
pójdziemy,we go,https://translate.google.com/translate_tts?ie=UTF-8&q=pójdziemy&tl=pl&client=tw-ob
miły,nice,https://translate.google.com/translate_tts?ie=UTF-8&q=miły&tl=pl&client=tw-ob
milionów,millions,https://translate.google.com/translate_tts?ie=UTF-8&q=milionów&tl=pl&client=tw-ob
miesiące,months,https://translate.google.com/translate_tts?ie=UTF-8&q=miesiące&tl=pl&client=tw-ob
tyłek,butt,https://translate.google.com/translate_tts?ie=UTF-8&q=tyłek&tl=pl&client=tw-ob
stylu,style,https://translate.google.com/translate_tts?ie=UTF-8&q=stylu&tl=pl&client=tw-ob
zbrodni,crime,https://translate.google.com/translate_tts?ie=UTF-8&q=zbrodni&tl=pl&client=tw-ob
owszem,yes,https://translate.google.com/translate_tts?ie=UTF-8&q=owszem&tl=pl&client=tw-ob
uratować,save,https://translate.google.com/translate_tts?ie=UTF-8&q=uratować&tl=pl&client=tw-ob
wypadku,accident,https://translate.google.com/translate_tts?ie=UTF-8&q=wypadku&tl=pl&client=tw-ob
robicie,you do,https://translate.google.com/translate_tts?ie=UTF-8&q=robicie&tl=pl&client=tw-ob
prosić,ask,https://translate.google.com/translate_tts?ie=UTF-8&q=prosić&tl=pl&client=tw-ob
duże,big,https://translate.google.com/translate_tts?ie=UTF-8&q=duże&tl=pl&client=tw-ob
drugie,second,https://translate.google.com/translate_tts?ie=UTF-8&q=drugie&tl=pl&client=tw-ob
interes,business,https://translate.google.com/translate_tts?ie=UTF-8&q=interes&tl=pl&client=tw-ob
telefonu,phone,https://translate.google.com/translate_tts?ie=UTF-8&q=telefonu&tl=pl&client=tw-ob
ciąży,pregnancy,https://translate.google.com/translate_tts?ie=UTF-8&q=ciąży&tl=pl&client=tw-ob
córkę,daughter,https://translate.google.com/translate_tts?ie=UTF-8&q=córkę&tl=pl&client=tw-ob
ostatniej,last,https://translate.google.com/translate_tts?ie=UTF-8&q=ostatniej&tl=pl&client=tw-ob
wiedziałeś,You knew,https://translate.google.com/translate_tts?ie=UTF-8&q=wiedziałeś&tl=pl&client=tw-ob
najwyraźniej,obviously,https://translate.google.com/translate_tts?ie=UTF-8&q=najwyraźniej&tl=pl&client=tw-ob
przejść,pass,https://translate.google.com/translate_tts?ie=UTF-8&q=przejść&tl=pl&client=tw-ob
ogień,fire,https://translate.google.com/translate_tts?ie=UTF-8&q=ogień&tl=pl&client=tw-ob
sen,dream,https://translate.google.com/translate_tts?ie=UTF-8&q=sen&tl=pl&client=tw-ob
jadę,I'm going,https://translate.google.com/translate_tts?ie=UTF-8&q=jadę&tl=pl&client=tw-ob
pomyśl,idea,https://translate.google.com/translate_tts?ie=UTF-8&q=pomyśl&tl=pl&client=tw-ob
celu,purpose,https://translate.google.com/translate_tts?ie=UTF-8&q=celu&tl=pl&client=tw-ob
więzieniu,prison,https://translate.google.com/translate_tts?ie=UTF-8&q=więzieniu&tl=pl&client=tw-ob
powiedzieli,they said,https://translate.google.com/translate_tts?ie=UTF-8&q=powiedzieli&tl=pl&client=tw-ob
ależ,but,https://translate.google.com/translate_tts?ie=UTF-8&q=ależ&tl=pl&client=tw-ob
chłopaka,boyfriend,https://translate.google.com/translate_tts?ie=UTF-8&q=chłopaka&tl=pl&client=tw-ob
yeah,yeah,https://translate.google.com/translate_tts?ie=UTF-8&q=yeah&tl=pl&client=tw-ob
spraw,make it happen,https://translate.google.com/translate_tts?ie=UTF-8&q=spraw&tl=pl&client=tw-ob
oko,eye,https://translate.google.com/translate_tts?ie=UTF-8&q=oko&tl=pl&client=tw-ob
moc,power,https://translate.google.com/translate_tts?ie=UTF-8&q=moc&tl=pl&client=tw-ob
pies,dog,https://translate.google.com/translate_tts?ie=UTF-8&q=pies&tl=pl&client=tw-ob
jakimś,some,https://translate.google.com/translate_tts?ie=UTF-8&q=jakimś&tl=pl&client=tw-ob
pracujesz,you work,https://translate.google.com/translate_tts?ie=UTF-8&q=pracujesz&tl=pl&client=tw-ob
wejdź,enter,https://translate.google.com/translate_tts?ie=UTF-8&q=wejdź&tl=pl&client=tw-ob
brakuje,is lacking,https://translate.google.com/translate_tts?ie=UTF-8&q=brakuje&tl=pl&client=tw-ob
paul,Paul,https://translate.google.com/translate_tts?ie=UTF-8&q=paul&tl=pl&client=tw-ob
przyjęcie,adoption,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjęcie&tl=pl&client=tw-ob
rodziną,family,https://translate.google.com/translate_tts?ie=UTF-8&q=rodziną&tl=pl&client=tw-ob
sprawdź,check,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawdź&tl=pl&client=tw-ob
otworzyć,open,https://translate.google.com/translate_tts?ie=UTF-8&q=otworzyć&tl=pl&client=tw-ob
znajdziesz,You will find,https://translate.google.com/translate_tts?ie=UTF-8&q=znajdziesz&tl=pl&client=tw-ob
